Geneid	Chr	Start	End	Strand	Length	cal_9a	cal_9b	cal_9c1	cal_9c2	cal_9d1	cal_9d2	spn_18a	spn_18b	spn_18c	spn_19ar	spn_19br	spn_19c	imp_3ba1	imp_3ba2	imp_3bb	imp_3bc	imp_3bd1	imp_3bd2r	heq_13a	heq_13bbr	heq_13c	heq_13d	heq_14a	heq_14b	heq_14ccr	lab_11a1	lab_11a2	lab_12a	lab_12b	lab_12c1	lab_12c2	rev_24a1r	rev_24a2	rev_24b1	rev_24b2	rev_25a1	rev_25a2	rev_25aaq3r
g15785	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1334211;1334597;1335073;1336094;1336401	1334522;1334902;1335424;1336219;1336516	+;+;+;+;+	1212	1846	4758	2190	4314	2396	2988	2731	2793	3627	5713	5530	7002	2125	3797	2420	1945	2618	5368	3812	9127	4639	3150	4451	3684	7008	2541	1125	3905	2925	4892	4309	3807	8215	5687	4271	3592	2736	10136
g15786	ptg000019l;ptg000019l	1361847;1363254	1362784;1363749	-;-	1434	94	212	65	95	103	118	365	190	794	211	155	274	423	428	248	76	88	225	763	697	528	301	910	346	480	44	30	183	249	381	99	260	356	36	27	57	278	37
g15787	ptg000019l	1427542	1428429	-	888	73	25	12	126	31	63	1578	1449	238	39	377	288	456	373	266	12	424	520	218	744	2728	415	596	116	1057	15	14	210	426	110	19	8	2	125	127	26	55	586
g15788	ptg000019l	1474892	1475386	-	495	12963	28350	12681	24904	15103	16649	14683	12140	21808	17940	22112	26402	28559	33810	18435	18051	23634	39758	24583	54961	26811	15926	26698	19875	26008	9440	5670	19104	21510	25414	21301	81376	106786	9834	7947	47561	63628	41361
g15789	ptg000019l;ptg000019l;ptg000019l	1476878;1490561;1491051	1477507;1490959;1491374	-;-;-	1353	92	397	112	1210	172	281	797	1006	559	1954	1778	227	382	703	357	595	860	1568	705	609	1741	443	1231	420	848	177	79	166	276	818	465	756	2240	1029	652	488	373	392
g15790	ptg000019l;ptg000019l	1495471;1503065	1495705;1503498	-;-	669	503	1373	531	1995	1971	885	845	715	1553	3122	2448	2261	1243	1496	698	504	861	1760	644	3504	1444	645	941	2322	981	330	100	777	918	2253	922	439	1022	999	592	765	348	300
g15791	ptg000019l;ptg000019l	1547095;1547433	1547199;1547546	+;+	219	39	31	9	16	7	27	6	10	11	41	47	18	8	21	12	15	26	80	28	26	0	10	21	0	38	7	8	15	21	29	26	35	70	33	54	1	5	30
g15792	ptg000019l	1567091	1568113	+	1023	3722	8672	5367	12089	9348	7440	7425	6181	12822	11993	14009	7661	6968	8891	5082	4594	7090	11010	5670	14629	10203	6268	11263	7980	12791	3932	1654	5198	6040	12933	6128	7695	19623	11384	7932	10601	10277	8606
g15793	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1580377;1580971;1581391;1581674;1582931;1583258	1580488;1581290;1581580;1581798;1583146;1583635	+;+;+;+;+;+	1341	7870	7119	5874	3995	4454	3183	1850	1743	1626	4175	3432	2844	2628	4933	2195	2120	5975	12891	5787	5472	4267	4203	5974	9299	6793	1458	934	1982	2866	4401	4593	8138	21977	2602	2128	13555	10455	4130
g15794	ptg000019l	1585153	1585386	-	234	115	680	428	1236	740	530	407	390	754	1022	1423	729	524	710	353	396	563	716	627	1253	937	463	1051	751	1095	280	99	337	442	1074	448	530	1185	1176	600	683	675	775
g15795	ptg000019l;ptg000019l	1596688;1598351	1598261;1598975	+;+	2199	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	6	11	6	0	0	0	0	1	0	24	0	7	7	12	1	0	2	0	0	0	2	0	0
g15796	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1615244;1615244;1615592;1615592;1616157;1616157;1616491;1616491;1616772;1616772;1617065;1617065;1617215;1617215	1615466;1615466;1616068;1616068;1616392;1616392;1616623;1616623;1616860;1616860;1617135;1617135;1617713;1617368	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1728	218	53	18	129	131	52	200	268	134	185	80	134	149	148	99	32	228	284	212	283	244	284	196	654	649	74	36	229	196	179	85	130	253	144	159	161	87	152
g15797	ptg000019l;ptg000019l;ptg000019l;ptg000019l	1691147;1691296;1691436;1691784	1691178;1691331;1691664;1691825	+;+;+;+	339	963	1038	1221	1716	1951	1091	1121	1479	1463	4112	2858	1983	1529	2835	1286	1799	2776	4371	4101	3512	4244	2473	6127	3856	6201	1240	658	1874	1916	4055	2434	3538	5967	4090	2255	4820	2298	3750
g15798	ptg000019l;ptg000019l;ptg000019l;ptg000019l	1714462;1715675;1715961;1721481	1714911;1715778;1716189;1721627	+;+;+;+	930	264	393	323	831	426	324	513	427	533	805	682	347	270	509	419	255	447	543	415	617	297	344	930	366	780	257	173	370	503	918	565	739	1299	1183	745	309	141	684
g15799	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1723079;1724702;1724904;1725035;1725556	1723291;1724791;1724938;1725134;1725690	-;-;-;-;-	573	641	1098	580	1772	1196	1245	863	1241	1060	2249	2731	700	767	1070	520	516	644	1024	1199	1467	1172	882	1696	1211	1682	503	191	693	776	2322	897	1481	3015	3888	2220	1339	708	1340
g15800	ptg000019l;ptg000019l;ptg000019l	1746313;1747272;1748775	1746559;1747722;1748844	-;-;-	768	223	291	151	567	235	199	506	850	767	1168	932	455	211	367	183	157	325	382	809	666	736	413	1844	796	1308	122	47	129	157	946	259	437	1412	1150	471	919	622	636
g15801	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1759682;1760843;1761089;1761385;1761608;1761937;1762382	1760613;1760957;1761278;1761519;1761705;1762109;1762739	-;-;-;-;-;-;-	2001	8708	47472	20086	19679	26654	38737	46868	44188	38981	30504	13735	50886	20900	40795	26166	16878	53654	83531	54728	71786	56410	63616	76481	90071	77793	22788	11358	27361	23939	47303	39742	86349	236689	52293	30723	121017	85951	119479
g15802	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1765914;1769032;1771372;1771609;1772189	1766111;1769332;1771530;1771907;1772419	+;+;+;+;+	1188	1955	4969	3640	5321	3863	3020	2372	2432	3974	5087	4674	8169	3220	4998	2587	2622	5645	6762	4680	11389	5749	3671	7219	5679	7602	2157	934	2161	3155	3883	3205	5016	10534	4199	2559	6069	6519	6147
g15803	ptg000019l	1775981	1777429	+	1449	359	432	274	555	258	181	474	290	550	948	780	371	311	503	254	610	789	717	883	682	692	270	1598	843	213	232	51	170	259	373	421	465	1051	457	356	1156	1504	358
g15804	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1780396;1780492;1781145;1781999;1782756;1782961;1784522;1786749;1787392;1787983;1788620	1780398;1780566;1781219;1782071;1782800;1783072;1784588;1786793;1787447;1788158;1788798	+;+;+;+;+;+;+;+;+;+;+	906	966	3286	1911	3157	2159	1998	1684	1401	1407	3803	3087	2183	1418	2906	1106	1921	2729	3909	2116	3601	2612	2037	4540	2595	4285	1110	655	1238	1412	3574	2307	2814	6982	3451	2169	2270	1589	2961
g15805	ptg000019l;ptg000019l	1796065;1796177	1796067;1796434	+;+	261	0	0	0	0	0	0	0	10	0	0	0	0	0	17	5	0	1	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g15806	ptg000019l;ptg000019l;ptg000019l	1802908;1803663;1803892	1803058;1803807;1803913	+;+;+	318	0	3	0	2	2	0	2	1	4	5	4	17	0	4	9	5	0	23	11	17	0	0	18	0	56	0	0	9	0	2	3	2	12	0	1	6	0	0
g15807	ptg000019l;ptg000019l;ptg000019l	1803976;1804505;1805163	1804059;1804775;1805245	+;+;+	438	2	4	0	0	4	0	1	2	6	0	12	10	5	11	11	9	9	37	0	15	0	0	7	0	7	23	0	0	6	4	0	4	19	21	6	0	0	0
g15808	ptg000019l;ptg000019l;ptg000019l;ptg000019l	1805293;1805512;1806137;1806447	1805424;1805727;1806242;1806511	+;+;+;+	519	0	6	0	3	5	4	28	16	18	1	55	28	8	25	20	3	6	27	13	36	0	0	21	14	27	12	5	1	2	20	4	16	21	0	20	9	18	8
g15809	ptg000019l;ptg000019l;ptg000019l	1807653;1817524;1818888	1807899;1817683;1818966	-;-;-	486	417	404	481	738	394	316	196	397	226	410	646	964	246	497	448	358	590	907	767	1210	695	388	998	525	1057	139	60	129	144	407	176	550	1444	958	532	659	791	740
g15810	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1820021;1820021;1822739;1822739;1823173;1823173;1825176;1825176;1827040;1827040;1830805;1830805;1832436;1832436;1834037;1834046;1834360;1834360;1839416;1839416;1840223;1840223;1840392;1840392	1822636;1822636;1823004;1823004;1824370;1824370;1825535;1825535;1827128;1827128;1831781;1831781;1833438;1833438;1834248;1834248;1834555;1834555;1839589;1839589;1840271;1840271;1840484;1840484	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7233	1423	3124	1847	2765	2007	2214	2224	2184	3033	4637	2827	4251	1537	3421	1743	1676	3057	4963	3244	5788	4072	3244	5532	3541	7967	1147	647	1677	1503	2599	1980	3123	6758	3833	2344	2568	3313	2235
g15811	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	1851116;1851807;1852100;1852439;1853188;1853689	1851730;1851989;1852358;1853008;1853285;1854150	-;-;-;-;-;-	2187	2	10	11	77	1	3	22	7	49	16	1241	438	46	142	30	695	33	56	705	484	236	593	1584	1183	360	0	0	1	0	6	6	69	334	604	259	81	26	120
g15812	ptg000019l	1881657	1882040	-	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15813	ptg000019l;ptg000019l;ptg000019l;ptg000019l	1943146;1943831;1944403;1944882	1943717;1943992;1944533;1945015	-;-;-;-	999	38	26	28	76	6	10	51	74	107	203	83	164	20	68	26	31	169	410	166	184	67	187	27	210	280	224	90	177	165	178	317	188	553	139	54	150	481	73
g15814	ptg000019l	2073987	2074262	+	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15815	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2079213;2089141;2089340;2089482;2089834;2094505	2079316;2089222;2089401;2089719;2089958;2094598	-;-;-;-;-;-	705	1323	3306	2495	3030	2611	1948	1524	1204	1815	3134	2900	3987	1481	2681	1180	1763	3086	3963	3008	5468	3549	2290	5280	3582	4695	1094	583	1424	1551	2870	1920	4063	9026	3388	1578	4168	3578	2972
g15816	ptg000019l;ptg000019l	2153475;2154115	2153567;2154342	+;+	321	562	1479	656	1907	1067	796	720	594	720	1139	1617	1830	878	1391	734	554	981	1267	988	2708	1171	777	1826	1060	2116	534	244	647	1039	1650	963	584	1598	919	674	1094	1288	1105
g15817	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2177134;2178091;2179010;2180131;2181034	2177413;2178296;2179108;2180204;2181259	+;+;+;+;+	885	1198	2888	1894	2684	1954	1658	1421	1152	1561	2391	3329	3917	1358	2217	1499	1457	1731	2340	2591	5275	2812	2518	4289	3333	4486	869	378	1423	1083	2850	1896	2415	5541	2000	1177	2765	1702	2006
g15818	ptg000019l	2181477	2184020	-	2544	113	340	178	422	156	147	192	202	228	205	319	474	150	291	136	206	342	362	362	624	474	558	510	459	1299	139	84	252	176	247	213	596	1367	289	168	497	369	488
g15819	ptg000019l;ptg000019l	2212031;2213343	2212765;2213366	-;-	759	277	667	548	1015	1096	533	442	312	341	1185	1090	526	519	1163	371	557	561	1258	545	1045	832	390	823	885	533	141	119	367	455	679	401	485	1214	1036	751	832	373	647
g15820	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2218667;2219825;2220993;2221248;2221558;2222959;2223257;2225302	2218726;2220028;2221128;2221324;2222003;2223082;2223388;2225700	-;-;-;-;-;-;-;-	1578	489	789	464	859	537	399	793	724	763	838	1088	1518	725	1200	653	563	980	1496	973	2243	1588	1119	1512	1012	2666	767	255	719	861	1189	652	1289	1888	1327	998	590	946	1087
g15821	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2229324;2229665;2229842;2230614;2230834;2232054	2229582;2229745;2230068;2230714;2231046;2232213	+;+;+;+;+;+	1041	2	0	5	33	24	8	8	2	4	31	45	20	21	24	9	4	9	1	0	41	11	0	32	28	11	11	0	2	22	39	6	5	31	38	26	63	5	0
g15822	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2246603;2247848;2248053;2248294;2249350;2249535;2249918	2247760;2247938;2248207;2248345;2249429;2249628;2250453	+;+;+;+;+;+;+	2166	169	981	385	686	453	570	736	820	744	1607	1229	1834	307	884	577	497	508	1467	707	2141	776	736	1082	814	1810	445	252	503	436	922	741	1179	2431	1366	900	566	560	1749
g15823	ptg000019l	2255098	2255295	-	198	520	934	747	1029	1273	663	393	387	793	955	960	1579	448	729	312	666	1591	1376	834	2027	993	542	1237	1249	938	351	95	309	493	753	565	429	1007	514	397	1251	921	497
g15824	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2260051;2260051;2261455;2261455;2261675;2261678;2263018;2263018;2263755;2263755;2264459;2264459	2260544;2260544;2261560;2261560;2261781;2261781;2263109;2263109;2263852;2263852;2264629;2264629	+;+;+;+;+;+;+;+;+;+;+;+	1068	1644	5121	3514	5475	3563	2698	3003	2362	4501	6099	6135	8549	5022	6138	2766	3668	7465	8308	5775	13571	10445	3923	10627	7349	7410	2508	1341	3101	3938	6371	4405	3250	7683	5339	3018	7048	8071	5932
g15825	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2269120;2269120;2270293;2270293;2270499;2270769;2270769;2271074;2271074;2271937;2271937	2269612;2269612;2270395;2270395;2270564;2270924;2270924;2271170;2271170;2272074;2272074	+;+;+;+;+;+;+;+;+;+;+	1053	17	13	20	61	25	13	37	17	36	47	86	112	25	37	42	41	61	92	64	137	53	39	173	25	22	72	7	28	26	125	44	5	52	76	73	38	23	35
g15826	ptg000019l;ptg000019l	2275434;2277951	2277850;2278149	+;+	2616	1465	6106	4410	7530	3093	4386	5014	3605	4969	10212	5295	8104	1657	4572	2921	4055	3023	7403	3118	9761	4835	2906	6539	3281	8866	2072	1299	3067	2658	6088	3779	5626	13915	9637	5191	3836	2678	5723
g15827	ptg000019l;ptg000019l;ptg000019l	2284634;2284801;2285074	2284712;2284850;2285193	+;+;+	249	3	113	311	40	28	8	3	62	31	155	415	76	0	78	0	0	2	0	323	76	133	27	316	87	64	14	24	35	8	639	0	92	226	69	214	259	0	50
g15828	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2286938;2287131;2287178;2287723;2287723;2287862;2287862;2287966;2287966;2288180;2288180;2289666;2289666;2289811;2289811;2298485;2298485;2298743;2298743;2298991;2298991;2299900;2299900	2287005;2287254;2287254;2287769;2287769;2287894;2287894;2288020;2288020;2288296;2288296;2289719;2289719;2289890;2289890;2298595;2298595;2298845;2298845;2299119;2299119;2300216;2300216	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1238	4461	15748	8059	9940	4824	7168	12490	8203	7840	10613	11957	25815	9592	12140	8559	6030	10704	19033	13930	35407	12287	18117	15097	11398	38818	9643	5272	13995	10742	13836	13145	14594	25847	10758	7128	7755	7707	31342
g15829	ptg000019l;ptg000019l;ptg000019l;ptg000019l	2301424;2303854;2304022;2304257	2301753;2303916;2304078;2304346	-;-;-;-	540	3153	6004	4792	5543	3522	3207	3031	2772	4146	2864	2702	5724	2946	3990	2372	2839	5381	6203	6255	8670	8454	7298	7120	6685	14108	2431	955	3738	3798	3669	4308	5225	12962	2970	1728	7880	10070	6846
g15830	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2400949;2404918;2405697;2406453;2406961;2407128;2407546;2407795	2401623;2405403;2405945;2406701;2407040;2407236;2407672;2407814	+;+;+;+;+;+;+;+	1995	1065	2608	1521	2738	1796	1909	1696	1424	2598	3057	2913	2982	1481	2917	1503	2143	2321	3832	1634	4463	2369	1786	3618	2120	4636	1088	536	1552	1232	3059	1795	3262	6787	3727	2161	2695	2770	2468
g15831	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2409675;2409675;2412249;2412249;2413062;2413062;2413973;2413976;2425733;2425733;2426064;2426064;2426312;2426312;2429467;2429467;2430418;2430418	2409721;2409721;2412476;2412476;2413335;2413335;2414126;2414126;2425955;2425955;2426155;2426155;2426447;2426447;2429798;2429798;2430668;2430668	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1737	2199	4832	2101	2792	1827	2397	2206	1752	2305	3050	2446	4184	1495	3147	2011	1987	3342	5307	3469	5679	3890	3919	4364	3989	12404	1973	1018	2290	1954	2990	3321	4027	9990	1900	1309	3607	2620	4564
g15832	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2431749;2431935;2432496;2433092;2440173;2440596;2441626;2441874;2443329;2444038	2431854;2432145;2432578;2433192;2440268;2440649;2441774;2441991;2443416;2444204	+;+;+;+;+;+;+;+;+;+	1173	254	601	255	635	362	339	640	496	586	579	683	906	294	415	328	244	481	598	902	1200	740	647	994	811	1138	334	143	393	339	770	553	754	1583	900	572	313	329	1029
g15833	ptg000019l;ptg000019l	2445661;2445836	2445713;2446097	-;-	315	4	107	74	151	110	93	78	36	88	95	80	162	33	126	56	69	115	130	28	195	271	58	187	69	250	38	46	13	47	46	23	105	208	99	83	61	48	81
g15834	ptg000019l;ptg000019l;ptg000019l;ptg000019l	2446789;2449442;2449603;2450006	2446865;2449514;2449658;2450120	+;+;+;+	321	799	1453	1078	1723	1265	787	1048	767	1227	1805	1915	2462	1204	1536	722	788	1872	2227	1530	3666	2398	1382	2279	2191	3032	869	337	852	1150	1531	1238	2090	4093	1964	1071	2508	2791	2250
g15835	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2451292;2451616;2451825;2452003;2452148;2452368;2454208;2454469;2455196	2451468;2451746;2451913;2452045;2452240;2452467;2454358;2454551;2455291	-;-;-;-;-;-;-;-;-	963	302	733	359	688	769	442	638	439	651	950	931	627	664	1316	520	864	1164	1535	1177	1291	1919	673	3156	791	1217	421	151	362	449	904	565	828	1825	1957	1067	791	319	553
g15836	ptg000019l;ptg000019l;ptg000019l	2462775;2462983;2463609	2462866;2463514;2463773	+;+;+	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15837	ptg000019l;ptg000019l	2464334;2465194	2464411;2465739	-;-	624	18	88	23	152	142	47	51	16	72	147	266	5	134	195	19	44	78	134	14	139	72	0	59	272	0	18	1	24	44	58	14	10	52	108	71	94	0	31
g15838	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2481495;2481699;2488376;2490069;2490324;2490997;2491132;2492260;2492658	2481575;2481821;2488462;2490170;2490485;2491032;2491203;2492540;2492907	+;+;+;+;+;+;+;+;+	1194	2286	7326	4147	5746	4704	4075	3252	2634	4350	7498	8663	14064	3752	6153	3067	4544	6215	7253	5033	17816	8115	4114	9006	4982	9876	2195	1073	2790	3307	4847	3644	8293	15833	4927	3161	7985	6352	6924
g15839	ptg000019l	2495317	2496075	-	759	1196	750	454	1574	1163	987	865	982	1069	1091	1458	863	741	1017	787	461	729	984	1485	1604	2367	1303	2717	1658	1859	630	207	960	728	1895	843	1502	3473	1254	1138	2508	1954	2073
g15840	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2497299;2497299;2497299;2497299;2497950;2497950;2497950;2497950;2498413;2498413;2498413;2498413;2498551;2498551;2498551;2498551;2498740;2498740;2498740;2498740;2499365;2499365;2499365;2499365;2499529;2499529;2499529;2499529;2499665;2499665;2499665;2499665;2501091;2501091;2501091;2501091;2502493;2502493;2502493;2502493;2502992;2502992;2502992;2502992;2503675;2503675;2503675;2503675;2503928;2503928;2503928;2503928;2504140;2504140;2504140;2504140;2506127;2506127;2506127;2506127	2497457;2497457;2497457;2497457;2497989;2497989;2497989;2497989;2498468;2498468;2498468;2498468;2498659;2498659;2498659;2498659;2498864;2498864;2498864;2498864;2499454;2499454;2499454;2499454;2499591;2499591;2499591;2499591;2499756;2499756;2499756;2499756;2501172;2501172;2501172;2501172;2502666;2502666;2502666;2502666;2503073;2503073;2503073;2503073;2503799;2503799;2503799;2503799;2504005;2504005;2504005;2504005;2504501;2504507;2504501;2504507;2506415;2506415;2506625;2506625	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2142	2774	3376	1785	2012	1524	1789	771	933	934	815	1385	3169	1384	2455	1293	1553	2966	4091	3129	4553	4991	2507	7779	3167	8049	504	439	807	580	936	986	1633	2966	861	535	3317	5370	1324
g15841	ptg000019l;ptg000019l;ptg000019l;ptg000019l	2508155;2508857;2510235;2511310	2508763;2509213;2510531;2511390	-;-;-;-	1344	590	2535	889	21610	6354	4538	6978	5312	13180	13717	28870	2017	20614	9585	4489	1022	1645	5230	977	22631	2024	1437	8157	1933	6837	1379	452	2052	4055	16936	2575	1407	2273	9960	6852	1636	1530	2207
g15842	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2579816;2580301;2580681;2580846;2582009;2583083;2583933;2584096;2584290;2584891;2585500;2585796;2586091;2586275;2587268;2587479;2588101;2588289;2588650;2589329;2589442;2589640;2590093;2590537;2594373;2594649;2594893;2596352;2598508;2600471;2600662;2601014;2602658;2604040;2604320;2604744;2605547	2580196;2580330;2580767;2580901;2582092;2583155;2583988;2584201;2584358;2584977;2585550;2585925;2586152;2586403;2587358;2587513;2588176;2588471;2588808;2589350;2589556;2589759;2590416;2590646;2594550;2594757;2594987;2596450;2598574;2600556;2600943;2601241;2602772;2604220;2604511;2605061;2605793	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4833	499	877	684	1051	319	488	2551	1658	1993	3114	1461	4106	828	1540	1850	933	708	1898	2040	4934	2959	2972	1430	2343	7550	1584	885	1615	1692	1670	2157	2323	4298	675	578	1506	1294	1866
g15843	ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l;ptg000019l	2646479;2654942;2655273;2655668;2656359;2656634;2657632;2658983	2646730;2655085;2655387;2655905;2656550;2656954;2657854;2658994	+;+;+;+;+;+;+;+	1497	1051	2769	1610	2198	1423	1453	1619	1649	1554	3226	2291	4182	1629	2626	1904	2089	2832	4463	2415	5811	3324	1994	3988	2344	4889	1224	512	1389	1644	2386	2027	3730	8932	2891	1795	3540	2786	4609
