	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16055	tubulin beta-1 chain	1344	20	0.0	99.38	6	P:GO:0007010; P:GO:0007017; F:GO:0003924; F:GO:0005200; F:GO:0005525; C:GO:0005874	P:cytoskeleton organization; P:microtubule-based process; F:GTPase activity; F:structural constituent of cytoskeleton; F:GTP binding; C:microtubule	EC:3.6.1.15	nucleoside-triphosphate phosphatase	Coil (COILS); IPR002453 (PRINTS); IPR000217 (PRINTS); G3DSA:3.40.50.1440:FF:000005 (FUNFAM); G3DSA:1.10.287.600:FF:000002 (FUNFAM); G3DSA:3.30.1330.20:FF:000002 (FUNFAM); IPR036525 (G3DSA:3.40.50.GENE3D); IPR018316 (PFAM); IPR023123 (G3DSA:1.10.287.GENE3D); IPR003008 (PFAM); IPR037103 (G3DSA:3.30.1330.GENE3D); IPR000217 (PANTHER); IPR013838 (PROSITE_PATTERNS); IPR017975 (PROSITE_PATTERNS); cd02187 (CDD); IPR036525 (SUPERFAMILY); IPR008280 (SUPERFAMILY)	P:GO:0007017; F:GO:0003924; F:GO:0005200; F:GO:0005525; C:GO:0005874	P:microtubule-based process; F:GTPase activity; F:structural constituent of cytoskeleton; F:GTP binding; C:microtubule
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16056	actin-depolymerizing factor 7	393	20	1.2E-83	97.61	4	P:GO:0030042; F:GO:0003779; C:GO:0005737; C:GO:0015629	P:actin filament depolymerization; F:actin binding; C:cytoplasm; C:actin cytoskeleton			G3DSA:3.40.20.10:FF:000025 (FUNFAM); IPR029006 (G3DSA:3.40.20.GENE3D); IPR002108 (PFAM); IPR017904 (PANTHER); IPR002108 (PROSITE_PROFILES); IPR017904 (CDD); SSF55753 (SUPERFAMILY)	P:GO:0030042; F:GO:0003779; C:GO:0015629	P:actin filament depolymerization; F:actin binding; C:actin cytoskeleton
true	[INTERPRO, BLASTED]	g16057	uncharacterized protein LOC127810009 isoform X1	1596	1	0.0	95.31						IPR006598 (PFAM); IPR051091 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16058	probable uridine nucleosidase 2 isoform X1	990	20	1.97E-223	95.85	3	P:GO:0006152; F:GO:0008477; C:GO:0005829	P:purine nucleoside catabolic process; F:purine nucleosidase activity; C:cytosol	EC:3.2.2.1	purine nucleosidase	G3DSA:3.90.245.10:FF:000004 (FUNFAM); IPR036452 (G3DSA:3.90.245.GENE3D); IPR001910 (PFAM); IPR023186 (PANTHER); cd02650 (CDD); IPR036452 (SUPERFAMILY)	P:GO:0006152; F:GO:0008477; F:GO:0016799; C:GO:0005829	P:purine nucleoside catabolic process; F:purine nucleosidase activity; F:hydrolase activity, hydrolyzing N-glycosyl compounds; C:cytosol
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16059	heavy metal-associated isoprenylated plant protein 39 isoform X2	330	20	4.34E-38	99.47	3	P:GO:0009626; F:GO:0046872; C:GO:0016020	P:plant-type hypersensitive response; F:metal ion binding; C:membrane			Coil (COILS); G3DSA:3.30.70.100 (GENE3D); IPR051863 (PANTHER); IPR006121 (PROSITE_PROFILES); IPR036163 (SUPERFAMILY)	F:GO:0046872	F:metal ion binding
true	[INTERPRO, BLASTED, ANNOTATED]	g16060	pentatricopeptide repeat-containing protein At3g60050-like	2931	1	8.44E-192	96.63	1	F:GO:0005515	F:protein binding			IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (NCBIFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (PFAM); PTHR47447 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16061	protein SHORTAGE IN CHIASMATA 1	5142	4	0.0	78.58	1	P:GO:0000712	P:resolution of meiotic recombination intermediates			IPR038824 (PANTHER)	P:GO:0000712; P:GO:0007131	P:resolution of meiotic recombination intermediates; P:reciprocal meiotic recombination
true	[INTERPRO, BLASTED, ANNOTATED]	g16062	protein SHORTAGE IN CHIASMATA 1	2118	1	0.0	96.17	1	P:GO:0000712	P:resolution of meiotic recombination intermediates			IPR038824 (PANTHER)	P:GO:0000712; P:GO:0007131	P:resolution of meiotic recombination intermediates; P:reciprocal meiotic recombination
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16063	transmembrane ascorbate ferrireductase 1-like	693	5	1.15E-150	92.78	2	F:GO:0016491; C:GO:0016020	F:oxidoreductase activity; C:membrane	EC:1	Oxidoreductases	G3DSA:1.20.120.1770:FF:000001 (FUNFAM); G3DSA:1.20.120.1770 (GENE3D); IPR006593 (PFAM); PIRSR037471-1 (PIRSR); IPR043205 (PANTHER); IPR006593 (PROSITE_PROFILES); cd08766 (CDD)	F:GO:0016491	F:oxidoreductase activity
true	[INTERPRO, BLASTED]	g16064	hypothetical protein RJ640_018864	2448	2	8.67E-79	64.31						IPR005518 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g16065	la-related protein 1C-like	774	1	1.68E-87	71.91	1	F:GO:0003723	F:RNA binding			G3DSA:1.10.10.10:FF:000131 (FUNFAM); IPR006630 (PFAM); IPR036388 (G3DSA:1.10.10.GENE3D); IPR045180 (PANTHER); IPR006630 (PROSITE_PROFILES); cd07323 (CDD); IPR036390 (SUPERFAMILY)	F:GO:0003723	F:RNA binding
true	[INTERPRO, BLASTED]	g16066	transcription factor LAF1	855	1	1.22E-195	95.44						G3DSA:1.10.10.60:FF:000077 (FUNFAM); G3DSA:1.10.10.60:FF:000371 (FUNFAM); IPR001005 (PFAM); G3DSA:1.10.10.60 (GENE3D); G3DSA:1.10.10.60 (GENE3D); IPR051953 (PANTHER); IPR017930 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR001005 (PROSITE_PROFILES); IPR001005 (PROSITE_PROFILES); IPR001005 (CDD); IPR001005 (CDD); IPR009057 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16067	DNA mismatch repair protein MSH3 isoform X2	6693	5	9.64E-303	70.78	6	P:GO:0006298; P:GO:0006312; F:GO:0005524; F:GO:0030983; F:GO:0140664; C:GO:0005634	P:mismatch repair; P:mitotic recombination; F:ATP binding; F:mismatched DNA binding; F:ATP-dependent DNA damage sensor activity; C:nucleus			G3DSA:3.40.1170.10:FF:000004 (FUNFAM); G3DSA:3.30.420.110:FF:000010 (FUNFAM); G3DSA:3.40.1170.10:FF:000004 (FUNFAM); IPR016151 (G3DSA:3.40.1170.GENE3D); IPR007696 (PFAM); IPR036678 (G3DSA:3.30.420.GENE3D); G3DSA:1.10.1420.10 (GENE3D); G3DSA:1.10.1420.10 (GENE3D); IPR000432 (PFAM); IPR007860 (PFAM); IPR007696 (PFAM); G3DSA:1.10.1420.10 (GENE3D); IPR007696 (PFAM); IPR007695 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR045076 (PANTHER); IPR036187 (SUPERFAMILY); IPR036187 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR036187 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR036187 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR036187 (SUPERFAMILY); IPR016151 (SUPERFAMILY); IPR016151 (SUPERFAMILY)	P:GO:0006298; P:GO:0006312; F:GO:0003690; F:GO:0005524; F:GO:0030983; F:GO:0140664; C:GO:0005634	P:mismatch repair; P:mitotic recombination; F:double-stranded DNA binding; F:ATP binding; F:mismatched DNA binding; F:ATP-dependent DNA damage sensor activity; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	g16068	splicing factor-like protein 1	2388	1	0.0	91.67	3	P:GO:0048024; F:GO:0003729; C:GO:0005634	P:regulation of mRNA splicing, via spliceosome; F:mRNA binding; C:nucleus			IPR032570 (PFAM); IPR012677 (G3DSA:3.30.70.GENE3D); IPR000504 (PFAM); IPR055256 (PFAM); IPR036612 (G3DSA:3.30.1370.GENE3D); IPR047086 (G3DSA:6.10.140.GENE3D); IPR045071 (PANTHER); PS50084 (PROSITE_PROFILES); IPR000504 (PROSITE_PROFILES); cd02395 (CDD); IPR035979 (SUPERFAMILY); IPR036612 (SUPERFAMILY)	P:GO:0048024; F:GO:0003676; F:GO:0003723; F:GO:0003729; C:GO:0005634	P:regulation of mRNA splicing, via spliceosome; F:nucleic acid binding; F:RNA binding; F:mRNA binding; C:nucleus
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16069	hypothetical protein U1Q18_004505	264	12	3.62E-60	92.72	1	C:GO:0016020	C:membrane			PTHR34286 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g16070	F-box/LRR-repeat protein At3g48880 isoform X1	1800	1	2.47E-150	74.37	1	F:GO:0005515	F:protein binding			IPR001810 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); PTHR38926 (PANTHER); IPR001810 (PROSITE_PROFILES); IPR036047 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	g16071	membrane steroid-binding protein 2-like	639	1	8.12E-133	93.4	2	C:GO:0005783; C:GO:0016020	C:endoplasmic reticulum; C:membrane			G3DSA:3.10.120.10:FF:000006 (FUNFAM); IPR036400 (G3DSA:3.10.120.GENE3D); IPR001199 (PFAM); IPR050577 (PANTHER); IPR036400 (SUPERFAMILY)	C:GO:0005783; C:GO:0012505; C:GO:0016020	C:endoplasmic reticulum; C:endomembrane system; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g16072	uncharacterized protein LOC127786458	1167	1	3.75E-222	94.88	1	F:GO:0003677	F:DNA binding			IPR001739 (PFAM); G3DSA:3.30.890.10 (GENE3D); IPR038945 (PANTHER); IPR001739 (PROSITE_PROFILES); cd00122 (CDD); IPR016177 (SUPERFAMILY)	F:GO:0003677	F:DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16073	uncharacterized protein LOC127787629	387	2	2.42E-72	90.34	2	P:GO:0007064; C:GO:0031390	P:mitotic sister chromatid cohesion; C:Ctf18 RFC-like complex			IPR018607 (PFAM); PTHR47475 (PANTHER)	P:GO:0007064; C:GO:0031390	P:mitotic sister chromatid cohesion; C:Ctf18 RFC-like complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g16074	uncharacterized protein LOC127813974 isoform X4	618	20	5.62E-141	97.06	6	P:GO:0006886; P:GO:0034067; P:GO:0043001; F:GO:0003924; F:GO:0005525; C:GO:0005794	P:intracellular protein transport; P:protein localization to Golgi apparatus; P:Golgi to plasma membrane protein transport; F:GTPase activity; F:GTP binding; C:Golgi apparatus	EC:3.6.1.15	nucleoside-triphosphate phosphatase	IPR006689 (PRINTS); G3DSA:3.40.50.300:FF:000914 (FUNFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR005225 (NCBIFAM); IPR006689 (PFAM); PIRSR006809-1 (PIRSR); PIRSR006809-2 (PIRSR); PIRSR006230-1 (PIRSR); IPR024156 (PANTHER); PS51417 (PROSITE_PROFILES); PS51419 (PROSITE_PROFILES); cd04160 (CDD); IPR027417 (SUPERFAMILY)	P:GO:0006886; P:GO:0034067; P:GO:0043001; F:GO:0003924; F:GO:0005525; C:GO:0005794	P:intracellular protein transport; P:protein localization to Golgi apparatus; P:Golgi to plasma membrane protein transport; F:GTPase activity; F:GTP binding; C:Golgi apparatus
true	[INTERPRO, BLASTED, ANNOTATED]	g16075	serine/threonine-protein kinase D6PK-like isoform X1	543	1	4.04E-111	97.79	2	P:GO:0009966; F:GO:0004864	P:regulation of signal transduction; F:protein phosphatase inhibitor activity			IPR007062 (PFAM); IPR007062 (PANTHER)	P:GO:0009966; P:GO:0043666; F:GO:0004864	P:regulation of signal transduction; P:obsolete regulation of phosphoprotein phosphatase activity; F:protein phosphatase inhibitor activity
true	[INTERPRO, BLASTED, ANNOTATED]	g16076	chalcone synthase-like	1155	10	5.17E-279	96.82	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR016039 (G3DSA:3.40.47.GENE3D); IPR011141 (PIRSF); IPR012328 (PFAM); IPR001099 (PFAM); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16077	chalcone synthase-like	1158	12	1.29E-266	95.85	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR001099 (PFAM); IPR011141 (PIRSF); IPR012328 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR016039 (G3DSA:3.40.47.GENE3D); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16078	chalcone synthase 3-like	1173	11	3.09E-274	96.23	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR016039 (G3DSA:3.40.47.GENE3D); IPR011141 (PIRSF); IPR012328 (PFAM); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16079	chalcone synthase 3-like	1173	11	5.34E-275	96.33	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR011141 (PIRSF); IPR012328 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR001099 (PFAM); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16080	chalcone synthase 3-like	1173	11	4.1E-279	96.54	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000025 (FUNFAM); G3DSA:3.40.47.10:FF:000014 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR011141 (PIRSF); IPR012328 (PFAM); IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16081	chalcone synthase 3-like	1161	11	1.0E-277	97.04	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); IPR011141 (PIRSF); IPR016039 (G3DSA:3.40.47.GENE3D); PIRSR000451-1 (PIRSR); PIRSR611554-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16082	chalcone synthase 3-like	465	10	3.88E-95	91.41	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR001099 (PFAM); IPR011141 (PANTHER); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16083	chalcone synthase 3-like	1161	11	2.87E-277	97.04	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR016039 (G3DSA:3.40.47.GENE3D); IPR001099 (PFAM); IPR012328 (PFAM); IPR011141 (PIRSF); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16084	chalcone synthase 3-like	222	3	4.11E-36	92.02	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR011141 (PANTHER); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16085	chalcone synthase 3-like	912	12	1.09E-206	95.32	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR001099 (PFAM); PIRSR000451-1 (PIRSR); PIRSR611554-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16086	chalcone synthase 3-like	1179	11	4.24E-278	96.59	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR011141 (PIRSF); IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); PIRSR611554-1 (PIRSR); PIRSR000451-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16087	chalcone synthase 3-like	981	11	1.04E-208	90.78	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR001099 (PFAM); IPR012328 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR016039 (G3DSA:3.40.47.GENE3D); PIRSR000451-1 (PIRSR); PIRSR611554-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16088	chalcone synthase 3-like	174	4	6.65E-25	92.54	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); IPR011141 (PANTHER); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16089	chalcone synthase 3-like	1179	11	1.04E-278	96.85	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR001099 (PFAM); IPR011141 (PIRSF); PIRSR000451-1 (PIRSR); PIRSR611554-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16090	chalcone synthase 3-like	1179	11	4.65E-266	93.65	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000025 (FUNFAM); G3DSA:3.40.47.10:FF:000014 (FUNFAM); IPR011141 (PIRSF); IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); PIRSR000451-1 (PIRSR); PIRSR611554-1 (PIRSR); IPR011141 (PANTHER); cd00831 (CDD); IPR016039 (SUPERFAMILY); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16091	chalcone synthase 3-like	465	12	6.14E-99	96.21	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000014 (FUNFAM); IPR016039 (G3DSA:3.40.47.GENE3D); IPR012328 (PFAM); IPR011141 (PANTHER); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
true	[INTERPRO, BLASTED, ANNOTATED]	g16092	chalcone synthase 3-like	663	11	1.45E-140	91.42	2	P:GO:0030639; F:GO:0016747	P:polyketide biosynthetic process; F:acyltransferase activity, transferring groups other than amino-acyl groups			G3DSA:3.40.47.10:FF:000025 (FUNFAM); IPR001099 (PFAM); IPR016039 (G3DSA:3.40.47.GENE3D); PIRSR000451-1 (PIRSR); PIRSR611554-1 (PIRSR); IPR011141 (PANTHER); IPR016039 (SUPERFAMILY)	P:GO:0009058; P:GO:0030639; F:GO:0016746; F:GO:0016747	P:biosynthetic process; P:polyketide biosynthetic process; F:acyltransferase activity; F:acyltransferase activity, transferring groups other than amino-acyl groups
